pol,utdate,obsnum,subsysnr,object,molecule,transition,obs_sb,peak,tsys,bwmode
both,20200629,24,1,16293-2422,CH3OH,5-4,USB,1.2477200000000000,200.7416,250MHzx8192
both,20200701,17,1,16293-2422,CH3OH,5-4,USB,1.3417700000000000,168.5189,250MHzx8192
both,20200628,25,2,16293-2422,CH3OH,5-4,USB,1.12266,165.5354,1000MHzx2048
both,20200629,24,2,16293-2422,CH3OH,5-4,USB,1.16235,202.6765,1000MHzx2048
both,20200701,17,2,16293-2422,CH3OH,5-4,USB,1.27013,170.1166,1000MHzx2048
p0,20200627,86,1,G34.3,CH3OH,5-4,USB,5.059820000000000,137.2291,250MHzx8192
p0,20200628,34,1,G34.3,CH3OH,5-4,USB,5.01406,151.14600000000000,250MHzx8192
p0,20200629,41,1,G34.3,CH3OH,5-4,USB,4.94597,135.7246,250MHzx8192
p0,20200627,86,2,G34.3,CH3OH,5-4,USB,4.73516,134.8365,1000MHzx2048
p0,20200628,34,2,G34.3,CH3OH,5-4,USB,4.55874,149.4106,1000MHzx2048
p0,20200629,41,2,G34.3,CH3OH,5-4,USB,4.63957,133.6855,1000MHzx2048
p1,20200627,86,1,G34.3,CH3OH,5-4,USB,6.11879,147.2868,250MHzx8192
p1,20200628,34,1,G34.3,CH3OH,5-4,USB,6.13468,160.4935,250MHzx8192
p1,20200629,41,1,G34.3,CH3OH,5-4,USB,5.87248,142.7637,250MHzx8192
p1,20200627,86,2,G34.3,CH3OH,5-4,USB,5.96939,150.5782,1000MHzx2048
p1,20200628,34,2,G34.3,CH3OH,5-4,USB,5.90879,164.3442,1000MHzx2048
p1,20200629,41,2,G34.3,CH3OH,5-4,USB,5.778970000000000,146.2169,1000MHzx2048
both,20200627,86,1,G34.3,CH3OH,5-4,USB,5.52274,141.9911,250MHzx8192
both,20200628,34,1,G34.3,CH3OH,5-4,USB,5.5206800000000000,155.6074,250MHzx8192
both,20200629,41,1,G34.3,CH3OH,5-4,USB,5.37156,139.102,250MHzx8192
both,20200627,86,2,G34.3,CH3OH,5-4,USB,5.2904,142.0574,1000MHzx2048
both,20200628,34,2,G34.3,CH3OH,5-4,USB,5.174520000000000,156.3444,1000MHzx2048
both,20200629,41,2,G34.3,CH3OH,5-4,USB,5.16458,139.5318,1000MHzx2048
p0,20200627,78,1,NGC6334I,CH3OH,5-4,USB,6.932110000000000,208.7278,250MHzx8192
p0,20200628,41,1,NGC6334I,CH3OH,5-4,USB,7.032890000000000,186.2817,250MHzx8192
p0,20200629,34,1,NGC6334I,CH3OH,5-4,USB,6.68633,179.1719,250MHzx8192
p0,20200627,78,2,NGC6334I,CH3OH,5-4,USB,6.638910000000000,203.426,1000MHzx2048
p0,20200628,41,2,NGC6334I,CH3OH,5-4,USB,6.799170000000000,187.2116,1000MHzx2048
p0,20200629,34,2,NGC6334I,CH3OH,5-4,USB,6.55558,178.7194,1000MHzx2048
p1,20200627,78,1,NGC6334I,CH3OH,5-4,USB,7.219290000000000,192.3439,250MHzx8192
p1,20200628,41,1,NGC6334I,CH3OH,5-4,USB,7.038810000000000,177.5518,250MHzx8192
p1,20200629,34,1,NGC6334I,CH3OH,5-4,USB,6.88828,169.3526,250MHzx8192
p1,20200627,78,2,NGC6334I,CH3OH,5-4,USB,7.07287,198.149,1000MHzx2048
p1,20200628,41,2,NGC6334I,CH3OH,5-4,USB,6.968320000000000,180.8676,1000MHzx2048
p1,20200629,34,2,NGC6334I,CH3OH,5-4,USB,6.77402,173.1693,1000MHzx2048
both,20200627,78,1,NGC6334I,CH3OH,5-4,USB,6.9846,200.047,250MHzx8192
both,20200628,41,1,NGC6334I,CH3OH,5-4,USB,6.96097,181.7634,250MHzx8192
both,20200629,34,1,NGC6334I,CH3OH,5-4,USB,6.7587,174.0492,250MHzx8192
both,20200627,78,2,NGC6334I,CH3OH,5-4,USB,6.85837,200.7331,1000MHzx2048
both,20200628,41,2,NGC6334I,CH3OH,5-4,USB,6.88587,183.9608,1000MHzx2048
both,20200629,34,2,NGC6334I,CH3OH,5-4,USB,6.66666,175.8801,1000MHzx2048
p0,20200629,62,1,W3(OH),CH3OH,5-4,USB,3.3930800000000000,134.6382,250MHzx8192
p0,20200701,77,1,W3(OH),CH3OH,5-4,USB,3.3399,167.5874,250MHzx8192
p0,20200629,62,2,W3(OH),CH3OH,5-4,USB,3.1454300000000000,133.5121,1000MHzx2048
p0,20200701,77,2,W3(OH),CH3OH,5-4,USB,3.11863,167.4942,1000MHzx2048
p1,20200629,62,1,W3(OH),CH3OH,5-4,USB,2.64174,105.5444,250MHzx8192
p1,20200701,77,1,W3(OH),CH3OH,5-4,USB,2.71714,128.0162,250MHzx8192
p1,20200629,62,2,W3(OH),CH3OH,5-4,USB,2.57036,108.9889,1000MHzx2048
p1,20200701,77,2,W3(OH),CH3OH,5-4,USB,2.51931,131.513,1000MHzx2048
both,20200629,62,1,W3(OH),CH3OH,5-4,USB,2.91605,117.4678,250MHzx8192
both,20200701,77,1,W3(OH),CH3OH,5-4,USB,2.86111,143.8623,250MHzx8192
both,20200629,62,2,W3(OH),CH3OH,5-4,USB,2.79933,119.4007,1000MHzx2048
both,20200701,77,2,W3(OH),CH3OH,5-4,USB,2.74805,146.2822,1000MHzx2048
p0,20200620,19,1,IRC+10216,CO,2-1,USB,23.0243,246.268,250MHzx8192
p0,20200624,14,1,IRC+10216,CO,2-1,USB,23.4965,141.2423,250MHzx8192
p0,20200627,13,1,IRC+10216,CO,2-1,USB,22.8057,155.3742,250MHzx8192
p1,20200620,19,1,IRC+10216,CO,2-1,USB,24.1888,244.0839,250MHzx8192
p1,20200624,14,1,IRC+10216,CO,2-1,USB,24.5744,137.2447,250MHzx8192
p1,20200627,13,1,IRC+10216,CO,2-1,USB,23.6089,149.0188,250MHzx8192
both,20200620,19,1,IRC+10216,CO,2-1,USB,23.5131,245.1768,250MHzx8192
both,20200624,14,1,IRC+10216,CO,2-1,USB,24.0209,139.2059,250MHzx8192
both,20200627,13,1,IRC+10216,CO,2-1,USB,23.1457,152.1051,250MHzx8192
p0,20200620,19,2,IRC+10216,CO,2-1,USB,23.0581,247.3222,1000MHzx2048
p0,20200624,14,2,IRC+10216,CO,2-1,USB,23.3508,141.7172,1000MHzx2048
p0,20200627,13,2,IRC+10216,CO,2-1,USB,22.5329,152.5478,1000MHzx2048
p1,20200620,19,2,IRC+10216,CO,2-1,USB,24.1117,249.7511,1000MHzx2048
p1,20200624,14,2,IRC+10216,CO,2-1,USB,24.4138,141.1769,1000MHzx2048
p1,20200627,13,2,IRC+10216,CO,2-1,USB,23.4905,152.90200000000000,1000MHzx2048
both,20200620,19,2,IRC+10216,CO,2-1,USB,23.5175,248.528,1000MHzx2048
both,20200624,14,2,IRC+10216,CO,2-1,USB,23.8374,141.4465,1000MHzx2048
both,20200627,13,2,IRC+10216,CO,2-1,USB,22.9742,152.7244,1000MHzx2048
p0,20200629,51,1,N7538IRS1,CO,2-1,USB,24.2614,125.8504,250MHzx8192
p0,20200701,69,1,N7538IRS1,CO,2-1,USB,24.16,152.1057,250MHzx8192
p1,20200629,51,1,N7538IRS1,CO,2-1,USB,18.6027,98.51219,250MHzx8192
p1,20200701,69,1,N7538IRS1,CO,2-1,USB,18.1239,115.3036,250MHzx8192
both,20200629,51,1,N7538IRS1,CO,2-1,USB,20.7152,109.6986,250MHzx8192
both,20200701,69,1,N7538IRS1,CO,2-1,USB,20.2426,129.9531,250MHzx8192
p0,20200629,51,2,N7538IRS1,CO,2-1,USB,23.8612,124.6969,1000MHzx2048
p0,20200701,69,2,N7538IRS1,CO,2-1,USB,23.7735,151.8777,1000MHzx2048
p1,20200629,51,2,N7538IRS1,CO,2-1,USB,18.8992,104.2942,1000MHzx2048
p1,20200701,69,2,N7538IRS1,CO,2-1,USB,17.9392,119.4098,1000MHzx2048
both,20200629,51,2,N7538IRS1,CO,2-1,USB,20.9411,113.1384,1000MHzx2048
both,20200701,69,2,N7538IRS1,CO,2-1,USB,20.1676,132.7522,1000MHzx2048
p0,20200627,92,1,W75N,CO,2-1,USB,30.9199,131.1765,250MHzx8192
p0,20200628,52,1,W75N,CO,2-1,USB,31.3866,148.3742,250MHzx8192
p0,20200701,25,1,W75N,CO,2-1,USB,31.7737,178.6919,250MHzx8192
p1,20200627,92,1,W75N,CO,2-1,USB,30.2913,121.5833,250MHzx8192
p1,20200628,52,1,W75N,CO,2-1,USB,30.5213,136.2449,250MHzx8192
p1,20200701,25,1,W75N,CO,2-1,USB,30.8492,165.6516,250MHzx8192
both,20200627,92,1,W75N,CO,2-1,USB,30.5818,126.1068,250MHzx8192
both,20200628,52,1,W75N,CO,2-1,USB,30.8843,141.9217,250MHzx8192
both,20200701,25,1,W75N,CO,2-1,USB,31.2765,171.8007,250MHzx8192
p0,20200627,92,2,W75N,CO,2-1,USB,30.8911,131.0631,1000MHzx2048
p0,20200628,52,2,W75N,CO,2-1,USB,30.6781,146.3054,1000MHzx2048
p0,20200701,25,2,W75N,CO,2-1,USB,31.5091,178.5117,1000MHzx2048
p1,20200627,92,2,W75N,CO,2-1,USB,30.3623,125.7246,1000MHzx2048
p1,20200628,52,2,W75N,CO,2-1,USB,30.1966,141.0845,1000MHzx2048
p1,20200701,25,2,W75N,CO,2-1,USB,30.4195,172.6861,1000MHzx2048
both,20200627,92,2,W75N,CO,2-1,USB,30.6165,128.312,1000MHzx2048
both,20200628,52,2,W75N,CO,2-1,USB,30.4296,143.6266,1000MHzx2048
both,20200701,25,2,W75N,CO,2-1,USB,30.9468,175.525,1000MHzx2048
p0,20200627,70,1,16293-2422,CO,2-1,USB,20.402,168.7344,250MHzx8192
p0,20200628,24,1,16293-2422,CO,2-1,USB,19.293,162.3596,250MHzx8192
p0,20200629,21,1,16293-2422,CO,2-1,USB,18.0423,209.2658,250MHzx8192
p0,20200701,16,1,16293-2422,CO,2-1,USB,18.4745,165.6199,250MHzx8192
p1,20200627,70,1,16293-2422,CO,2-1,USB,21.3375,166.86600000000000,250MHzx8192
p1,20200628,24,1,16293-2422,CO,2-1,USB,20.1562,159.2936,250MHzx8192
p1,20200629,21,1,16293-2422,CO,2-1,USB,18.9232,198.9948,250MHzx8192
p1,20200701,16,1,16293-2422,CO,2-1,USB,19.8359,165.1175,250MHzx8192
both,20200627,70,1,16293-2422,CO,2-1,USB,20.8754,167.7835,250MHzx8192
both,20200628,24,1,16293-2422,CO,2-1,USB,19.7331,160.7995,250MHzx8192
both,20200629,21,1,16293-2422,CO,2-1,USB,18.472,203.9375,250MHzx8192
both,20200701,16,1,16293-2422,CO,2-1,USB,19.1493,165.3763,250MHzx8192
p0,20200627,70,2,16293-2422,CO,2-1,USB,18.6707,168.9405,1000MHzx2048
p0,20200628,24,2,16293-2422,CO,2-1,USB,17.8633,161.355,1000MHzx2048
p0,20200629,21,2,16293-2422,CO,2-1,USB,16.3507,207.5965,1000MHzx2048
p0,20200701,16,2,16293-2422,CO,2-1,USB,17.1669,164.5039,1000MHzx2048
p1,20200627,70,2,16293-2422,CO,2-1,USB,19.8888,170.6704,1000MHzx2048
p1,20200628,24,2,16293-2422,CO,2-1,USB,18.9217,164.5615,1000MHzx2048
p1,20200629,21,2,16293-2422,CO,2-1,USB,17.1121,205.135,1000MHzx2048
p1,20200701,16,2,16293-2422,CO,2-1,USB,18.238,168.0965,1000MHzx2048
both,20200627,70,2,16293-2422,CO,2-1,USB,19.2731,169.799,1000MHzx2048
both,20200628,24,2,16293-2422,CO,2-1,USB,18.3834,162.9353,1000MHzx2048
both,20200629,21,2,16293-2422,CO,2-1,USB,16.7366,206.3566,1000MHzx2048
both,20200701,16,2,16293-2422,CO,2-1,USB,17.692,166.2726,1000MHzx2048
p0,20200627,82,1,G34.3,CO,2-1,USB,22.2628,133.9201,250MHzx8192
p0,20200628,32,1,G34.3,CO,2-1,USB,22.976,153.8771,250MHzx8192
p0,20200629,37,1,G34.3,CO,2-1,USB,24.7794,139.4909,250MHzx8192
p1,20200627,82,1,G34.3,CO,2-1,USB,23.8716,134.1569,250MHzx8192
p1,20200628,32,1,G34.3,CO,2-1,USB,25.2131,154.3155,250MHzx8192
p1,20200629,37,1,G34.3,CO,2-1,USB,26.0006,138.69300000000000,250MHzx8192
both,20200627,82,1,G34.3,CO,2-1,USB,23.0383,134.0311,250MHzx8192
both,20200628,32,1,G34.3,CO,2-1,USB,24.0892,154.0933,250MHzx8192
both,20200629,37,1,G34.3,CO,2-1,USB,25.3899,139.0918,250MHzx8192
p0,20200627,82,2,G34.3,CO,2-1,USB,22.8781,133.286,1000MHzx2048
p0,20200628,32,2,G34.3,CO,2-1,USB,22.9144,151.7314,1000MHzx2048
p0,20200629,37,2,G34.3,CO,2-1,USB,24.7871,137.869,1000MHzx2048
p1,20200627,82,2,G34.3,CO,2-1,USB,24.583000000000000,137.9696,1000MHzx2048
p1,20200628,32,2,G34.3,CO,2-1,USB,25.9164,159.0228,1000MHzx2048
p1,20200629,37,2,G34.3,CO,2-1,USB,26.6354,141.9526,1000MHzx2048
both,20200627,82,2,G34.3,CO,2-1,USB,23.7029,135.5658,1000MHzx2048
both,20200628,32,2,G34.3,CO,2-1,USB,24.3414,155.2477,1000MHzx2048
both,20200629,37,2,G34.3,CO,2-1,USB,25.6855,139.8645,1000MHzx2048
p0,20200627,73,1,NGC6334I,CO,2-1,USB,34.951,182.5238,250MHzx8192
p0,20200628,40,1,NGC6334I,CO,2-1,USB,34.7159,180.4022,250MHzx8192
p0,20200629,29,1,NGC6334I,CO,2-1,USB,34.0157,215.6946,250MHzx8192
p0,20200701,21,1,NGC6334I,CO,2-1,USB,36.0587,192.9189,250MHzx8192
p1,20200627,73,1,NGC6334I,CO,2-1,USB,35.1827,172.701,250MHzx8192
p1,20200628,40,1,NGC6334I,CO,2-1,USB,35.7726,173.4978,250MHzx8192
p1,20200629,29,1,NGC6334I,CO,2-1,USB,33.5263,200.3288,250MHzx8192
p1,20200701,21,1,NGC6334I,CO,2-1,USB,36.0729,183.0208,250MHzx8192
both,20200627,73,1,NGC6334I,CO,2-1,USB,35.0658,177.3997,250MHzx8192
both,20200628,40,1,NGC6334I,CO,2-1,USB,35.1025,176.8578,250MHzx8192
both,20200629,29,1,NGC6334I,CO,2-1,USB,33.6743,207.5837,250MHzx8192
both,20200701,21,1,NGC6334I,CO,2-1,USB,36.025,187.7743,250MHzx8192
p0,20200627,73,2,NGC6334I,CO,2-1,USB,34.7653,182.8441,1000MHzx2048
p0,20200628,40,2,NGC6334I,CO,2-1,USB,34.7446,180.0715,1000MHzx2048
p0,20200629,29,2,NGC6334I,CO,2-1,USB,34.1998,215.5076,1000MHzx2048
p0,20200701,21,2,NGC6334I,CO,2-1,USB,36.0539,191.7942,1000MHzx2048
p1,20200627,73,2,NGC6334I,CO,2-1,USB,35.5404,179.4928,1000MHzx2048
p1,20200628,40,2,NGC6334I,CO,2-1,USB,35.8334,179.9811,1000MHzx2048
p1,20200629,29,2,NGC6334I,CO,2-1,USB,33.8373,209.2631,1000MHzx2048
p1,20200701,21,2,NGC6334I,CO,2-1,USB,36.3124,187.9113,1000MHzx2048
both,20200627,73,2,NGC6334I,CO,2-1,USB,35.1599,181.1444,1000MHzx2048
both,20200628,40,2,NGC6334I,CO,2-1,USB,35.289,180.0285,1000MHzx2048
both,20200629,29,2,NGC6334I,CO,2-1,USB,34.0129,212.3147,1000MHzx2048
both,20200701,21,2,NGC6334I,CO,2-1,USB,36.1853,189.8216,1000MHzx2048
p0,20200717,8,1,IRC+10216,CO,2-1,LSB,15.8477,158.4138,250MHzx8192
p0,20200717,8,2,IRC+10216,CO,2-1,LSB,14.7704,150.3538,1000MHzx2048
p0,20200720,6,1,16293-2422,CO,2-1,LSB,18.4459,157.8186,250MHzx8192
p0,20200720,10,1,J132035.40+340821.7,CO,2-1,LSB,0.11941600000000000,145.9394,1000MHzx2048
p0,20200720,11,1,J132035.40+340821.7,CO,2-1,LSB,0.117323,149.5287,1000MHzx2048
p0,20200720,12,1,J132035.40+340821.7,CO,2-1,LSB,0.120676,156.6827,1000MHzx2048
p0,20200720,15,2,16293-2422,CO,2-1,LSB,1.9870300000000000,161.5013,1000MHzx2048
p0,20200720,16,2,16293-2422,CO,2-1,LSB,2.1055,164.1387,1000MHzx2048
p0,20200720,17,2,16293-2422,CO,2-1,LSB,2.04311,164.5025,1000MHzx2048
p0,20200721,7,1,16293-2422,CO,2-1,USB,19.7375,155.4785,250MHzx8192
p0,20200721,12,1,16293-2422,CO,2-1,USB,19.8657,154.7646,250MHzx8192
p0,20200721,39,1,CRL618,CO,2-1,LSB,0.253114,112.1938,1000MHzx2048
p0,20200722,1,1,EL90,CO,2-1,LSB,1.27607,138.8781,1000MHzx2048
p0,20200722,1,2,EL90,CO,2-1,LSB,1.1833,137.5623,1000MHzx2048
p0,20200722,2,1,EL90,CO,2-1,LSB,1.18534,134.9851,1000MHzx2048
p0,20200722,2,2,EL90,CO,2-1,LSB,1.19176,133.6653,1000MHzx2048
p0,20200722,3,1,EL90,CO,2-1,USB,9.47887,148.8369,250MHzx8192
p0,20200722,4,1,EL90,CO,2-1,USB,13.6219,155.4015,250MHzx8192
p0,20200722,16,1,16293-2422,CO,2-1,USB,17.6855,180.3874,250MHzx8192
p0,20200722,19,1,J132035.40+340821.7,CO,2-1,LSB,0.106447,114.3684,1000MHzx2048
p0,20200722,20,1,J132035.40+340821.7,CO,2-1,LSB,0.114928,121.5552,1000MHzx2048
p0,20200722,21,1,EL60,CO,2-1,USB,15.8817,142.0004,250MHzx8192
p0,20200722,22,1,EL60,CO,2-1,USB,10.3534,139.3752,250MHzx8192
p0,20200728,77,1,CRL2688,CO,2-1,LSB,6.91792,110.9756,250MHzx8192
p0,20200728,77,2,CRL2688,CO,2-1,LSB,6.85089,111.3631,1000MHzx2048
p0,20200729,64,1,G34.3,CO,2-1,LSB,22.9305,128.3121,250MHzx8192
p0,20200729,64,2,G34.3,CO,2-1,LSB,23.4984,128.7298,1000MHzx2048
p0,20200729,72,1,W75N,CO,2-1,LSB,28.9813,114.3496,250MHzx8192
p0,20200729,72,2,W75N,CO,2-1,LSB,29.0804,113.6311,1000MHzx2048
p0,20200729,97,2,OMC1,CO,2-1,LSB,86.6494,130.6256,1000MHzx2048
p0,20200729,103,1,OMC1,CS,5-4,LSB,30.3748,130.3035,250MHzx8192
p0,20200729,103,2,OMC1,CS,5-4,LSB,29.9747,127.6406,1000MHzx2048
p0,20200729,106,1,N2071IR,CO,2-1,LSB,31.4415,119.0104,250MHzx8192
p0,20200729,106,2,N2071IR,CO,2-1,LSB,31.4384,118.5228,1000MHzx2048
p0,20200729,111,1,N2071IR,CS,5-4,LSB,8.781420000000000,123.3441,250MHzx8192
p0,20200729,111,2,N2071IR,CS,5-4,LSB,8.50066,120.624,1000MHzx2048
p0,20200729,113,1,test2,CO,2-1,LSB,0.952725,107.4678,1000MHzx2048
p0,20200729,113,2,test2,CO,2-1,LSB,0.9321380000000000,106.0321,1000MHzx2048
p0,20200729,114,1,test2,CO,2-1,USB,9.31749,119.326,250MHzx8192
p0,20200729,115,1,test2,CO,2-1,LSB,1.1394800000000000,118.308,1000MHzx2048
p0,20200729,116,1,test2,CO,2-1,LSB,1.0030300000000000,105.3319,1000MHzx2048
p0,20200730,34,1,CRL2688,CO,2-1,LSB,7.042160000000000,101.3357,250MHzx8192
p0,20200730,34,2,CRL2688,CO,2-1,LSB,6.86572,101.2055,1000MHzx2048
p0,20200802,10,1,16293-2422,CO,2-1,USB,18.7544,151.8143,250MHzx8192
p0,20200802,11,2,16293-2422,CO,2-1,LSB,1.89315,130.8927,1000MHzx2048
p0,20200802,17,1,G34.3,CO,2-1,LSB,19.792,146.4251,250MHzx8192
p0,20200802,17,2,G34.3,CO,2-1,LSB,20.2422,147.7203,1000MHzx2048
p0,20200802,24,1,W75N,CO,2-1,LSB,28.633000000000000,131.2799,250MHzx8192
p0,20200802,24,2,W75N,CO,2-1,LSB,28.7986,131.0112,1000MHzx2048
p0,20200802,28,1,MOON,CO,2-1,LSB,259.514,151.1005,1000MHzx2048
p0,20200802,28,2,MOON,CO,2-1,LSB,259.27300000000000,149.3892,1000MHzx2048
p0,20200802,31,1,G34.3,CO,2-1,LSB,22.4654,111.7762,250MHzx8192
p0,20200802,31,2,G34.3,CO,2-1,LSB,23.252,113.037,1000MHzx2048
p0,20200807,15,1,16293-2422,CO,2-1,LSB,17.8096,146.1432,250MHzx8192
p0,20200807,17,1,16293-2422,CS,5-4,LSB,8.33046,164.7602,250MHzx8192
p0,20200807,17,2,16293-2422,CS,5-4,LSB,7.70105,162.3881,1000MHzx2048
p0,20200807,18,1,16293-2422,CS,5-4,USB,9.27205,175.2072,250MHzx8192
p0,20200807,18,2,16293-2422,CS,5-4,USB,8.862630000000000,172.4045,1000MHzx2048
p0,20200807,21,1,X-Her,CO,2-1,USB,2.01448,173.8459,1000MHzx2048
p0,20200807,22,1,X-Her,CO,2-1,USB,2.6402900000000000,186.6355,1000MHzx2048
p0,20200807,25,1,X-Her,CO,2-1,USB,2.5994,178.6611,1000MHzx2048
p0,20200807,26,1,X-Her,CO,2-1,USB,2.5013900000000000,184.6566,1000MHzx2048
p0,20200807,32,1,G34.3,CO,2-1,LSB,20.4971,134.3342,250MHzx8192
p0,20200807,32,2,G34.3,CO,2-1,LSB,21.3752,134.7674,1000MHzx2048
p0,20200807,34,1,G34.3,CS,5-4,LSB,14.1042,144.7174,250MHzx8192
p0,20200807,34,2,G34.3,CS,5-4,LSB,13.8402,142.5813,1000MHzx2048
p0,20200807,35,1,G34.3,CS,5-4,USB,12.6871,157.1608,250MHzx8192
p0,20200807,35,2,G34.3,CS,5-4,USB,12.2178,155.7911,1000MHzx2048
p0,20200807,38,1,pi1-Gru,CO,2-1,USB,3.5849300000000000,292.4205,1000MHzx2048
p0,20200807,39,1,pi1-Gru,CO,2-1,USB,4.13882,285.015,1000MHzx2048
p0,20200807,63,1,W75N,CO,2-1,LSB,28.9921,151.5579,250MHzx8192
p0,20200807,63,2,W75N,CO,2-1,LSB,29.1229,152.3335,1000MHzx2048
p0,20200807,65,1,W75N,CS,5-4,LSB,11.7062,165.3737,250MHzx8192
p0,20200807,65,2,W75N,CS,5-4,LSB,11.331,165.2974,1000MHzx2048
p0,20200807,66,1,W75N,CS,5-4,USB,12.2166,174.5709,250MHzx8192
p0,20200807,66,2,W75N,CS,5-4,USB,11.5283,171.8297,1000MHzx2048
p0,20200807,69,1,W75N,CO,2-1,LSB,27.4093,205.2909,250MHzx8192
p0,20200807,69,2,W75N,CO,2-1,LSB,27.033,208.4475,1000MHzx2048
p0,20200807,70,1,W75N,CO,2-1,LSB,28.476,179.5927,250MHzx8192
p0,20200807,70,2,W75N,CO,2-1,LSB,28.2029,179.9677,1000MHzx2048
p0,20200807,71,1,W75N,CO,2-1,LSB,27.1645,163.7633,250MHzx8192
p0,20200807,71,2,W75N,CO,2-1,LSB,27.8177,163.3522,1000MHzx2048
p0,20200807,72,1,W75N,CO,2-1,LSB,27.2733,158.7859,250MHzx8192
p0,20200807,72,2,W75N,CO,2-1,LSB,27.7986,160.0263,1000MHzx2048
p0,20200807,73,1,W75N,CO,2-1,LSB,26.4214,164.4529,250MHzx8192
p0,20200807,73,2,W75N,CO,2-1,LSB,26.7106,163.8337,1000MHzx2048
p0,20200807,76,1,W75N,CO,2-1,USB,27.6799,192.2467,250MHzx8192
p0,20200807,77,1,W75N,CO,2-1,USB,27.8995,192.4851,250MHzx8192
p0,20200807,77,2,W75N,CO,2-1,USB,28.119,190.5962,1000MHzx2048
p0,20200807,80,1,W3(OH),CO,2-1,LSB,22.9055,144.9174,250MHzx8192
p0,20200807,80,2,W3(OH),CO,2-1,LSB,22.9339,146.3256,1000MHzx2048
p0,20200807,81,1,W3(OH),CO,2-1,LSB,20.9105,169.0707,250MHzx8192
p0,20200807,81,2,W3(OH),CO,2-1,LSB,20.4283,169.4469,1000MHzx2048
p0,20200807,82,1,W3(OH),CO,2-1,LSB,19.4362,146.7421,250MHzx8192
p0,20200807,82,2,W3(OH),CO,2-1,LSB,19.553,146.9674,1000MHzx2048
p0,20200807,83,1,W3(OH),CO,2-1,LSB,20.227,142.1454,250MHzx8192
p0,20200807,83,2,W3(OH),CO,2-1,LSB,20.1276,142.3971,1000MHzx2048
p0,20200807,84,1,W3(OH),CO,2-1,USB,25.1189,154.0674,250MHzx8192
p0,20200807,84,2,W3(OH),CO,2-1,USB,22.251000000000000,151.8291,1000MHzx2048
p0,20200807,85,1,W3(OH),CO,2-1,LSB,20.3297,144.0147,250MHzx8192
p0,20200807,85,2,W3(OH),CO,2-1,LSB,20.1671,142.5777,1000MHzx2048
p0,20200807,88,1,W3(OH),CO,2-1,USB,22.3809,154.7534,250MHzx8192
p0,20200807,93,1,W3(OH),CO,2-1,USB,20.3911,150.9668,250MHzx8192
p0,20200807,93,2,W3(OH),CO,2-1,USB,19.9646,149.5746,1000MHzx2048
p0,20200808,12,1,16293-2422,CO,2-1,LSB,17.7193,204.3816,250MHzx8192
p0,20200808,14,1,16293-2422,CS,5-4,LSB,8.22073,221.075,250MHzx8192
p0,20200808,14,2,16293-2422,CS,5-4,LSB,7.681,218.646,1000MHzx2048
p0,20200808,15,1,16293-2422,CS,5-4,USB,8.27952,221.1308,250MHzx8192
p0,20200808,15,2,16293-2422,CS,5-4,USB,7.656680000000000,219.3546,1000MHzx2048
p0,20200808,23,1,ST-Her,CO,2-1,USB,2.68997,181.2222,1000MHzx2048
p0,20200808,24,1,ST-Her,CO,2-1,USB,3.5661100000000000,195.9253,1000MHzx2048
p0,20200808,28,1,ST-Her,CO,2-1,USB,2.92948,223.6641,1000MHzx2048
p0,20200808,29,1,ST-Her,CO,2-1,USB,3.1049600000000000,219.3388,1000MHzx2048
p0,20200808,31,1,X-Her,CO,2-1,USB,3.7870800000000000,225.7916,1000MHzx2048
p0,20200808,32,1,X-Her,CO,2-1,USB,3.2850100000000000,230.8553,1000MHzx2048
p0,20200808,38,1,G34.3,CO,2-1,LSB,20.6476,152.5063,250MHzx8192
p0,20200808,38,2,G34.3,CO,2-1,LSB,21.525,152.7746,1000MHzx2048
p0,20200808,40,1,G34.3,CS,5-4,LSB,14.1358,172.0781,250MHzx8192
p0,20200808,40,2,G34.3,CS,5-4,LSB,13.8417,170.3319,1000MHzx2048
p0,20200808,41,1,G34.3,CS,5-4,USB,14.7859,176.7855,250MHzx8192
p0,20200808,41,2,G34.3,CS,5-4,USB,14.2268,175.0544,1000MHzx2048
p0,20200808,66,1,IRAS19487+3835,CO,2-1,USB,0.09232660000000000,210.2302,1000MHzx2048
p0,20200808,67,1,IRAS19487+3835,CO,2-1,USB,0.095567,219.3682,1000MHzx2048
p0,20200808,68,1,IRAS20350+3741,CO,2-1,USB,2.03048,216.9763,1000MHzx2048
p0,20200808,69,1,IRAS20350+3741,CO,2-1,USB,2.07918,227.0965,1000MHzx2048
p0,20200808,75,1,W75N,CO,2-1,LSB,28.9843,213.1051,250MHzx8192
p0,20200808,75,2,W75N,CO,2-1,LSB,29.3507,215.4406,1000MHzx2048
p0,20200808,77,1,W75N,CS,5-4,LSB,10.7443,249.8785,250MHzx8192
p0,20200808,77,2,W75N,CS,5-4,LSB,10.3972,243.2279,1000MHzx2048
p0,20200808,84,1,N7538IRS1,CO,2-1,LSB,23.6844,265.7058,250MHzx8192
p0,20200808,84,2,N7538IRS1,CO,2-1,LSB,22.9584,269.0403,1000MHzx2048
p0,20200808,85,1,N7538IRS1,CO,2-1,LSB,24.5728,234.0479,250MHzx8192
p0,20200808,85,2,N7538IRS1,CO,2-1,LSB,23.86,235.1562,1000MHzx2048
p0,20200808,86,1,N7538IRS1,CO,2-1,LSB,23.2461,212.8882,250MHzx8192
