pol,utdate,obsnum,subsysnr,object,molecule,transition,obs_sb,peak,tsys,bwmode
p1,20200808,96,1,W3(OH),CO,2-1,LSB,22.5116,283.2646,250MHzx8192
p1,20200808,96,2,W3(OH),CO,2-1,LSB,21.6783,287.1328,1000MHzx2048
p1,20200808,99,1,IRAS-03229+4721,CO,2-1,USB,1.7496900000000000,233.321,1000MHzx2048
p1,20200808,100,1,IRAS-03229+4721,CO,2-1,USB,1.7876300000000000,231.1209,1000MHzx2048
p1,20200809,16,1,16293-2422,CO,2-1,LSB,148.4,93952.08,250MHzx8192
p1,20200809,22,1,16293-2422,CO,2-1,LSB,19.9062,184.6451,250MHzx8192
p1,20200809,24,1,16293-2422,CS,5-4,LSB,9.03107,199.8679,250MHzx8192
p1,20200809,24,2,16293-2422,CS,5-4,LSB,8.40231,203.6154,1000MHzx2048
p1,20200809,25,1,16293-2422,CS,5-4,USB,9.0491,206.9846,250MHzx8192
p1,20200809,25,2,16293-2422,CS,5-4,USB,8.53168,215.4611,1000MHzx2048
p1,20200809,31,1,16293-2422,CO,2-1,LSB,19.7221,277.2472,250MHzx8192
p1,20200809,31,2,16293-2422,CO,2-1,LSB,17.639,291.2665,1000MHzx2048
p1,20200809,32,1,16293-2422,CO,2-1,LSB,19.6428,186.9545,250MHzx8192
p1,20200809,32,2,16293-2422,CO,2-1,LSB,18.0937,194.3182,1000MHzx2048
p1,20200809,33,1,16293-2422,CO,2-1,LSB,19.0519,179.2903,250MHzx8192
p1,20200809,33,2,16293-2422,CO,2-1,LSB,17.0309,184.1284,1000MHzx2048
p1,20200809,34,1,16293-2422,CO,2-1,LSB,20.7956,178.3763,250MHzx8192
p1,20200809,35,1,16293-2422,CO,2-1,USB,19.9437,195.0774,250MHzx8192
p1,20200809,36,1,16293-2422,CO,2-1,LSB,20.559,190.4398,250MHzx8192
p1,20200809,36,2,16293-2422,CO,2-1,LSB,18.6521,190.8118,1000MHzx2048
p1,20200809,39,1,16293-2422,CO,2-1,USB,22.8898,198.7705,250MHzx8192
p1,20200810,19,1,16293-2422,CO,2-1,LSB,15.3299,211.3986,250MHzx8192
p1,20200810,21,1,16293-2422,CS,5-4,LSB,5.73154,242.8829,250MHzx8192
p1,20200810,21,2,16293-2422,CS,5-4,LSB,4.96943,245.7769,1000MHzx2048
p1,20200810,22,1,16293-2422,CS,5-4,USB,4.80415,223.8455,250MHzx8192
p1,20200810,22,2,16293-2422,CS,5-4,USB,4.31191,230.6925,1000MHzx2048
p1,20200810,29,1,G34.3,CS,5-4,LSB,14.9036,178.6824,250MHzx8192
p1,20200810,29,2,G34.3,CS,5-4,LSB,14.4811,183.1747,1000MHzx2048
p1,20200810,30,1,G34.3,CS,5-4,USB,15.5037,180.2426,250MHzx8192
p1,20200810,30,2,G34.3,CS,5-4,USB,15.164000000000000,183.5901,1000MHzx2048
p1,20200810,68,1,W75N,CS,5-4,LSB,11.8527,148.931,250MHzx8192
p1,20200810,68,2,W75N,CS,5-4,LSB,11.4629,153.6977,1000MHzx2048
p1,20200810,69,1,W75N,CS,5-4,USB,12.2799,154.8391,250MHzx8192
p1,20200810,69,2,W75N,CS,5-4,USB,11.7911,158.7941,1000MHzx2048
p1,20200810,73,1,MOON,CO,2-1,LSB,3.8922,189.0106,1000MHzx2048
p1,20200810,73,2,MOON,CO,2-1,LSB,5.17601,190.1566,1000MHzx2048
p1,20200810,74,1,MOON,CO,2-1,LSB,101.906,*,1000MHzx2048
p1,20200810,74,2,MOON,CO,2-1,LSB,100.803,*,1000MHzx2048
p1,20200811,12,1,16293-2422,CO,2-1,LSB,18.6119,141.8447,250MHzx8192
p1,20200811,19,1,16293-2422,CS,5-4,LSB,8.96235,146.8017,250MHzx8192
p1,20200811,19,2,16293-2422,CS,5-4,LSB,8.46288,150.5916,1000MHzx2048
p1,20200811,20,1,16293-2422,CS,5-4,USB,9.08122,150.0346,250MHzx8192
p1,20200811,20,2,16293-2422,CS,5-4,USB,8.688990000000000,154.8683,1000MHzx2048
p1,20200811,28,1,G34.3,CO,2-1,LSB,24.0432,117.0266,250MHzx8192
p1,20200811,28,2,G34.3,CO,2-1,LSB,24.6309,120.6823,1000MHzx2048
p1,20200811,35,1,G34.3,CS,5-4,LSB,14.9828,121.943,250MHzx8192
p1,20200811,35,2,G34.3,CS,5-4,LSB,14.7623,125.9558,1000MHzx2048
p1,20200811,36,1,G34.3,CS,5-4,USB,15.4848,125.9201,250MHzx8192
p1,20200811,36,2,G34.3,CS,5-4,USB,15.2195,129.9162,1000MHzx2048
p1,20200811,42,1,W75N,CO,2-1,LSB,30.3264,119.0472,250MHzx8192
p1,20200811,42,2,W75N,CO,2-1,LSB,30.3321,122.4464,1000MHzx2048
p1,20200811,49,1,W75N,CS,5-4,LSB,11.5633,120.8706,250MHzx8192
p1,20200811,49,2,W75N,CS,5-4,LSB,11.4181,126.407,1000MHzx2048
p1,20200811,50,1,W75N,CS,5-4,USB,11.9401,128.3194,250MHzx8192
p1,20200811,50,2,W75N,CS,5-4,USB,11.5081,129.7686,1000MHzx2048
p1,20200811,57,1,N2071IR,CO,2-1,LSB,33.2851,108.519,250MHzx8192
p1,20200811,57,2,N2071IR,CO,2-1,LSB,33.5319,111.9846,1000MHzx2048
p1,20200811,62,1,N2071IR,CS,5-4,LSB,8.785,116.1606,250MHzx8192
p1,20200811,62,2,N2071IR,CS,5-4,LSB,8.474680000000000,120.9249,1000MHzx2048
p1,20200811,63,1,N2071IR,CS,5-4,USB,9.19442,122.906,250MHzx8192
p1,20200811,63,2,N2071IR,CS,5-4,USB,8.825560000000000,125.8116,1000MHzx2048
p1,20200811,71,2,OMC1,CO,2-1,LSB,90.1498,116.004,1000MHzx2048
p1,20200813,47,1,CRL2688,CO,2-1,LSB,7.55002,106.4434,250MHzx8192
p1,20200813,47,2,CRL2688,CO,2-1,LSB,7.2260800000000000,110.2423,1000MHzx2048
p1,20200813,48,1,J2057+1707,CO,2-1,LSB,0.08711360000000000,108.8473,1000MHzx2048
p1,20200813,49,1,J2057+1707,CO,2-1,LSB,0.0752039,109.4541,1000MHzx2048
p1,20200813,52,1,J2057+1707,CO,2-1,LSB,0.09503500000000000,111.6194,1000MHzx2048
p1,20200813,53,1,J2057+1707,CO,2-1,LSB,0.0969211,112.4861,1000MHzx2048
p1,20200813,54,1,J2057+1707,CO,2-1,LSB,0.0835811,113.2822,1000MHzx2048
p1,20200813,55,1,J2057+1707,CO,2-1,LSB,0.06527860000000000,116.3752,1000MHzx2048
p1,20200813,58,1,J2057+1707,CO,2-1,LSB,0.08568660000000000,123.4158,1000MHzx2048
p1,20200813,59,1,J2057+1707,CO,2-1,LSB,0.107499,131.3244,1000MHzx2048
p1,20200813,61,1,CRL618,CO,2-1,LSB,4.46168,125.5119,250MHzx8192
p1,20200813,61,2,CRL618,CO,2-1,LSB,4.30016,128.5637,1000MHzx2048
p1,20200814,52,1,W75N,CS,5-4,LSB,11.079,134.5302,250MHzx8192
p1,20200814,52,2,W75N,CS,5-4,LSB,10.8526,139.5244,1000MHzx2048
p1,20200814,53,1,W75N,CS,5-4,USB,11.4787,142.5036,250MHzx8192
p1,20200814,53,2,W75N,CS,5-4,USB,11.119000000000000,146.6666,1000MHzx2048
p1,20200814,57,1,W75N,CO,2-1,LSB,29.1868,131.1911,250MHzx8192
p1,20200814,57,2,W75N,CO,2-1,LSB,29.6324,134.0156,1000MHzx2048
p1,20200814,60,1,J2057+1707,CO,2-1,LSB,0.0915556,137.2702,1000MHzx2048
p1,20200814,61,1,J2057+1707,CO,2-1,LSB,0.0884554,142.507,1000MHzx2048
p1,20200814,62,1,J2057+1707,CO,2-1,LSB,0.0891748,149.03,1000MHzx2048
p1,20200814,63,1,J2057+1707,CO,2-1,LSB,0.101241,151.182,1000MHzx2048
p1,20200814,67,1,CRL618,CO,2-1,LSB,4.39452,136.5388,250MHzx8192
p1,20200814,67,2,CRL618,CO,2-1,LSB,4.22401,139.2794,1000MHzx2048
p1,20200814,70,1,OMC1,CO,2-1,LSB,91.1656,170.977,250MHzx8192
p1,20200814,70,2,OMC1,CO,2-1,LSB,90.5291,172.0631,1000MHzx2048
p1,20200814,77,1,N2071IR,CO,2-1,LSB,33.4259,144.2869,250MHzx8192
p1,20200814,77,2,N2071IR,CO,2-1,LSB,33.519,147.1167,1000MHzx2048
p1,20200814,90,1,N2071IR,CS,5-4,LSB,9.24297,135.1768,250MHzx8192
p1,20200814,90,2,N2071IR,CS,5-4,LSB,8.947510000000000,140.0758,1000MHzx2048
p1,20200814,91,1,N2071IR,CS,5-4,USB,9.38814,138.7166,250MHzx8192
p1,20200814,91,2,N2071IR,CS,5-4,USB,8.99659,142.9123,1000MHzx2048
p1,20200815,45,1,W75N,CS,5-4,LSB,11.8244,203.7315,250MHzx8192
p1,20200815,45,2,W75N,CS,5-4,LSB,11.2495,206.5694,1000MHzx2048
p1,20200815,46,1,W75N,CS,5-4,USB,12.2567,218.1508,250MHzx8192
p1,20200815,46,2,W75N,CS,5-4,USB,11.8704,224.057,1000MHzx2048
p1,20200815,76,1,N2071IR,CS,5-4,LSB,9.1897,195.0069,250MHzx8192
p1,20200815,76,2,N2071IR,CS,5-4,LSB,8.74437,197.7815,1000MHzx2048
p1,20200815,79,1,N2071IR,CS,5-4,USB,9.45662,195.5645,250MHzx8192
p1,20200815,79,2,N2071IR,CS,5-4,USB,8.844340000000000,200.712,1000MHzx2048
p1,20200815,81,1,N2071IR,CO,2-1,LSB,33.4679,176.1898,250MHzx8192
p1,20200815,81,2,N2071IR,CO,2-1,LSB,33.1526,176.5814,1000MHzx2048
p1,20200815,89,1,OMC1,CO,2-1,LSB,89.4197,159.4621,250MHzx8192
p1,20200815,89,2,OMC1,CO,2-1,LSB,89.5433,162.2184,1000MHzx2048
p1,20200816,8,1,G34.3,CO,2-1,LSB,23.0239,177.1738,250MHzx8192
p1,20200816,8,2,G34.3,CO,2-1,LSB,23.3532,177.4397,1000MHzx2048
p1,20200816,11,1,HAE1735,CO,2-1,LSB,0.0575264,152.1516,1000MHzx2048
p1,20200816,12,1,HAE1735,CO,2-1,LSB,0.08583210000000000,149.6494,1000MHzx2048
p1,20200816,13,1,HAE1735,CO,2-1,LSB,0.0581278,145.8914,1000MHzx2048
p1,20200816,16,1,HAE1557,CO,2-1,LSB,0.056737800000000000,124.8116,1000MHzx2048
p1,20200816,17,1,HAE1557,CO,2-1,LSB,0.057196700000000000,127.8789,1000MHzx2048
p1,20200816,18,1,HAE1557,CO,2-1,LSB,0.06213100000000000,128.6965,1000MHzx2048
p1,20200816,19,1,G34.3,CO,2-1,LSB,22.7754,126.8923,250MHzx8192
p1,20200816,19,2,G34.3,CO,2-1,LSB,23.3772,129.9354,1000MHzx2048
p1,20200816,21,1,HAE1557,CO,2-1,LSB,0.0614756,135.1573,1000MHzx2048
p1,20200816,22,1,HAE1557,CO,2-1,LSB,0.0498606,140.3515,1000MHzx2048
p1,20200816,23,1,HAE1557,CO,2-1,LSB,0.0586893,149.1846,1000MHzx2048
p1,20200816,26,1,HAE1735,CO,2-1,LSB,0.053313400000000000,143.9476,1000MHzx2048
p1,20200816,27,1,HAE1735,CO,2-1,LSB,0.0887825,144.6551,1000MHzx2048
p1,20200816,28,1,HAE1735,CO,2-1,LSB,0.0883355,151.7934,1000MHzx2048
p1,20200816,30,1,HAE1735,CO,2-1,LSB,0.0636,160.3181,1000MHzx2048
p1,20200816,31,1,HAE1735,CO,2-1,LSB,0.0653245,175.0493,1000MHzx2048
p1,20200816,32,1,HAE1735,CO,2-1,LSB,0.0838877,181.9728,1000MHzx2048
p1,20200816,34,1,W75N,CO,2-1,LSB,31.4224,137.3318,250MHzx8192
p1,20200816,34,2,W75N,CO,2-1,LSB,31.0078,139.9357,1000MHzx2048
p1,20200816,53,1,W75N,CO,2-1,LSB,30.6375,151.7977,250MHzx8192
p1,20200816,53,2,W75N,CO,2-1,LSB,30.6203,154.4552,1000MHzx2048
p1,20200817,6,1,G34.3,CO,2-1,LSB,23.029,186.9781,250MHzx8192
p1,20200817,6,2,G34.3,CO,2-1,LSB,23.2438,189.8618,1000MHzx2048
p1,20200817,9,1,HAE1735,CO,2-1,LSB,0.0587994,161.2679,1000MHzx2048
p1,20200817,10,1,HAE1735,CO,2-1,LSB,0.13380900000000000,152.6757,1000MHzx2048
p1,20200817,11,1,HAE1735,CO,2-1,LSB,0.07883630000000000,150.0444,1000MHzx2048
p1,20200817,13,1,HAE1735,CO,2-1,LSB,0.125149,148.0882,1000MHzx2048
p1,20200817,14,1,HAE1735,CO,2-1,LSB,0.0636827,144.1292,1000MHzx2048
p1,20200817,15,1,HAE1735,CO,2-1,LSB,0.05248050000000000,142.6293,1000MHzx2048
p1,20200817,18,1,HAE1557,CO,2-1,LSB,0.05893970000000000,139.5576,1000MHzx2048
p1,20200817,19,1,HAE1557,CO,2-1,LSB,0.062129900000000000,143.241,1000MHzx2048
p1,20200817,20,1,HAE1557,CO,2-1,LSB,0.0732302,147.6239,1000MHzx2048
p1,20200817,21,1,G34.3,CO,2-1,LSB,22.0752,126.615,250MHzx8192
p1,20200817,21,2,G34.3,CO,2-1,LSB,22.775,129.196,1000MHzx2048
p1,20200817,23,1,HAE1624,CO,2-1,LSB,0.0938189,150.8207,1000MHzx2048
p1,20200817,24,1,HAE1624,CO,2-1,LSB,0.0634386,158.4837,1000MHzx2048
p1,20200817,25,1,HAE1624,CO,2-1,LSB,0.0623729,167.708,1000MHzx2048
p1,20200817,28,1,HAE1735,CO,2-1,LSB,0.110258,151.5677,1000MHzx2048
p1,20200817,29,1,HAE1735,CO,2-1,LSB,0.08236620000000000,153.7259,1000MHzx2048
p1,20200817,30,1,HAE1735,CO,2-1,LSB,0.0673817,157.9953,1000MHzx2048
p1,20200817,31,1,G34.3,CO,2-1,LSB,21.1398,137.4935,250MHzx8192
p1,20200817,31,2,G34.3,CO,2-1,LSB,21.9403,140.6065,1000MHzx2048
both,20200717,8,1,IRC+10216,CO,2-1,LSB,15.9493,153.2941,250MHzx8192
both,20200717,8,2,IRC+10216,CO,2-1,LSB,14.9235,146.0354,1000MHzx2048
both,20200720,6,1,16293-2422,CO,2-1,LSB,19.4009,158.0926,250MHzx8192
both,20200720,10,1,J132035.40+340821.7,CO,2-1,LSB,0.12088400000000000,115.308,1000MHzx2048
both,20200720,11,1,J132035.40+340821.7,CO,2-1,LSB,0.09036060000000000,118.5369,1000MHzx2048
both,20200720,12,1,J132035.40+340821.7,CO,2-1,LSB,0.0825187,123.8501,1000MHzx2048
both,20200720,15,2,16293-2422,CO,2-1,LSB,1.34132,111.6457,1000MHzx2048
both,20200720,16,2,16293-2422,CO,2-1,LSB,1.3856700000000000,113.5107,1000MHzx2048
both,20200720,17,2,16293-2422,CO,2-1,LSB,1.4014,114.3184,1000MHzx2048
both,20200721,7,1,16293-2422,CO,2-1,USB,20.4073,153.6471,250MHzx8192
both,20200721,12,1,16293-2422,CO,2-1,USB,20.4753,154.132,250MHzx8192
both,20200721,39,1,CRL618,CO,2-1,LSB,0.182273,113.4992,1000MHzx2048
both,20200722,1,1,EL90,CO,2-1,LSB,0.804554,133.6935,1000MHzx2048
both,20200722,1,2,EL90,CO,2-1,LSB,0.938725,134.1362,1000MHzx2048
both,20200722,2,1,EL90,CO,2-1,LSB,1.03714,129.8027,1000MHzx2048
both,20200722,2,2,EL90,CO,2-1,LSB,1.62079,130.257,1000MHzx2048
both,20200722,3,1,EL90,CO,2-1,USB,7.150980000000000,144.3962,250MHzx8192
both,20200722,4,1,EL90,CO,2-1,USB,7.02935,150.9651,250MHzx8192
both,20200722,16,1,16293-2422,CO,2-1,USB,17.7495,175.9819,250MHzx8192
both,20200722,19,1,J132035.40+340821.7,CO,2-1,LSB,0.0946562,115.4269,1000MHzx2048
both,20200722,20,1,J132035.40+340821.7,CO,2-1,LSB,0.09806010000000000,122.5029,1000MHzx2048
both,20200722,21,1,EL60,CO,2-1,USB,13.5152,139.687,250MHzx8192
both,20200722,22,1,EL60,CO,2-1,USB,4.70683,137.0175,250MHzx8192
both,20200728,77,1,CRL2688,CO,2-1,LSB,7.024140000000000,108.2533,250MHzx8192
both,20200728,77,2,CRL2688,CO,2-1,LSB,7.039690000000000,110.6925,1000MHzx2048
both,20200729,64,1,G34.3,CO,2-1,LSB,23.5958,124.6162,250MHzx8192
both,20200729,64,2,G34.3,CO,2-1,LSB,24.2778,126.7348,1000MHzx2048
both,20200729,72,1,W75N,CO,2-1,LSB,29.7733,111.118,250MHzx8192
both,20200729,72,2,W75N,CO,2-1,LSB,30.1103,112.7538,1000MHzx2048
both,20200729,97,2,OMC1,CO,2-1,LSB,88.8027,128.4876,1000MHzx2048
both,20200729,103,1,OMC1,CS,5-4,LSB,30.9629,125.4043,250MHzx8192
both,20200729,103,2,OMC1,CS,5-4,LSB,30.5478,127.0975,1000MHzx2048
both,20200729,106,1,N2071IR,CO,2-1,LSB,32.2202,116.3817,250MHzx8192
both,20200729,106,2,N2071IR,CO,2-1,LSB,32.3699,116.9776,1000MHzx2048
both,20200729,111,1,N2071IR,CS,5-4,LSB,8.840160000000000,118.7774,250MHzx8192
both,20200729,111,2,N2071IR,CS,5-4,LSB,8.51812,120.4414,1000MHzx2048
both,20200729,113,1,test2,CO,2-1,LSB,0.626208,107.799,1000MHzx2048
both,20200729,113,2,test2,CO,2-1,LSB,0.747214,108.1817,1000MHzx2048
both,20200729,114,1,test2,CO,2-1,USB,7.554870000000000,122.5836,250MHzx8192
both,20200729,115,1,test2,CO,2-1,LSB,0.812811,110.1445,1000MHzx2048
both,20200729,116,1,test2,CO,2-1,LSB,0.800721,107.3694,1000MHzx2048
both,20200730,34,1,CRL2688,CO,2-1,LSB,7.17863,99.24056,250MHzx8192
both,20200730,34,2,CRL2688,CO,2-1,LSB,7.03678,101.2013,1000MHzx2048
both,20200802,10,1,16293-2422,CO,2-1,USB,19.1426,148.2436,250MHzx8192
both,20200802,11,2,16293-2422,CO,2-1,LSB,1.90021,135.7344,1000MHzx2048
both,20200802,17,1,G34.3,CO,2-1,LSB,20.2636,142.0122,250MHzx8192
both,20200802,17,2,G34.3,CO,2-1,LSB,20.762000000000000,143.961,1000MHzx2048
both,20200802,24,1,W75N,CO,2-1,LSB,29.4485,128.0579,250MHzx8192
both,20200802,24,2,W75N,CO,2-1,LSB,29.401,130.0175,1000MHzx2048
both,20200802,28,1,MOON,CO,2-1,LSB,338.657,149.1246,1000MHzx2048
both,20200802,28,2,MOON,CO,2-1,LSB,259.782,148.9471,1000MHzx2048
both,20200802,31,1,G34.3,CO,2-1,LSB,22.9056,108.7053,250MHzx8192
both,20200802,31,2,G34.3,CO,2-1,LSB,23.8407,111.0872,1000MHzx2048
both,20200807,15,1,16293-2422,CO,2-1,LSB,18.4561,142.128,250MHzx8192
both,20200807,17,1,16293-2422,CS,5-4,LSB,8.35228,159.268,250MHzx8192
both,20200807,17,2,16293-2422,CS,5-4,LSB,7.85035,161.1739,1000MHzx2048
both,20200807,18,1,16293-2422,CS,5-4,USB,9.35389,168.9124,250MHzx8192
both,20200807,18,2,16293-2422,CS,5-4,USB,8.98318,169.8586,1000MHzx2048
both,20200807,21,1,X-Her,CO,2-1,USB,3.3908,178.4515,1000MHzx2048
both,20200807,22,1,X-Her,CO,2-1,USB,4.62486,189.5738,1000MHzx2048
both,20200807,25,1,X-Her,CO,2-1,USB,3.91795,183.6264,1000MHzx2048
both,20200807,26,1,X-Her,CO,2-1,USB,2.935,191.8888,1000MHzx2048
both,20200807,32,1,G34.3,CO,2-1,LSB,21.1532,130.9247,250MHzx8192
both,20200807,32,2,G34.3,CO,2-1,LSB,22.0442,132.6501,1000MHzx2048
both,20200807,34,1,G34.3,CS,5-4,LSB,14.6023,140.1127,250MHzx8192
both,20200807,34,2,G34.3,CS,5-4,LSB,14.2259,141.2581,1000MHzx2048
both,20200807,35,1,G34.3,CS,5-4,USB,12.9603,153.0899,250MHzx8192
both,20200807,35,2,G34.3,CS,5-4,USB,12.5626,154.9347,1000MHzx2048
both,20200807,38,1,pi1-Gru,CO,2-1,USB,7.28405,292.0269,1000MHzx2048
both,20200807,39,1,pi1-Gru,CO,2-1,USB,8.12239,286.9188,1000MHzx2048
both,20200807,63,1,W75N,CO,2-1,LSB,30.1982,148.4414,250MHzx8192
both,20200807,63,2,W75N,CO,2-1,LSB,30.097000000000000,150.3811,1000MHzx2048
both,20200807,65,1,W75N,CS,5-4,LSB,11.6891,161.0896,250MHzx8192
both,20200807,65,2,W75N,CS,5-4,LSB,11.3783,162.6584,1000MHzx2048
both,20200807,66,1,W75N,CS,5-4,USB,12.2389,169.5837,250MHzx8192
both,20200807,66,2,W75N,CS,5-4,USB,11.7968,169.6714,1000MHzx2048
both,20200807,69,1,W75N,CO,2-1,LSB,27.8806,215.1468,250MHzx8192
both,20200807,69,2,W75N,CO,2-1,LSB,27.7048,220.4012,1000MHzx2048
both,20200807,70,1,W75N,CO,2-1,LSB,28.7971,165.9669,250MHzx8192
both,20200807,70,2,W75N,CO,2-1,LSB,28.6654,169.3071,1000MHzx2048
both,20200807,71,1,W75N,CO,2-1,LSB,28.1653,156.4364,250MHzx8192
both,20200807,71,2,W75N,CO,2-1,LSB,28.4167,159.2615,1000MHzx2048
both,20200807,72,1,W75N,CO,2-1,LSB,28.1635,154.7387,250MHzx8192
both,20200807,72,2,W75N,CO,2-1,LSB,28.4424,156.619,1000MHzx2048
both,20200807,73,1,W75N,CO,2-1,LSB,27.1755,162.0564,250MHzx8192
both,20200807,73,2,W75N,CO,2-1,LSB,27.263,162.7885,1000MHzx2048
both,20200807,76,1,W75N,CO,2-1,USB,28.225,188.9144,250MHzx8192
both,20200807,77,1,W75N,CO,2-1,USB,28.3277,187.4888,250MHzx8192
both,20200807,77,2,W75N,CO,2-1,USB,28.6413,189.4109,1000MHzx2048
both,20200807,80,1,W3(OH),CO,2-1,LSB,23.4318,143.7031,250MHzx8192
both,20200807,80,2,W3(OH),CO,2-1,LSB,23.4086,145.4059,1000MHzx2048
both,20200807,81,1,W3(OH),CO,2-1,LSB,21.1802,155.5994,250MHzx8192
both,20200807,81,2,W3(OH),CO,2-1,LSB,20.6304,158.0064,1000MHzx2048
both,20200807,82,1,W3(OH),CO,2-1,LSB,20.0975,139.8595,250MHzx8192
both,20200807,82,2,W3(OH),CO,2-1,LSB,19.9946,141.9734,1000MHzx2048
both,20200807,83,1,W3(OH),CO,2-1,LSB,20.9457,140.4061,250MHzx8192
both,20200807,83,2,W3(OH),CO,2-1,LSB,20.6719,141.886,1000MHzx2048
both,20200807,84,1,W3(OH),CO,2-1,USB,24.4808,*,250MHzx8192
both,20200807,84,2,W3(OH),CO,2-1,USB,22.1741,*,1000MHzx2048
both,20200807,85,1,W3(OH),CO,2-1,LSB,21.0779,142.8006,250MHzx8192
both,20200807,85,2,W3(OH),CO,2-1,LSB,20.6891,142.6666,1000MHzx2048
both,20200807,88,1,W3(OH),CO,2-1,USB,22.5524,154.7074,250MHzx8192
both,20200807,93,1,W3(OH),CO,2-1,USB,20.8364,150.9397,250MHzx8192
both,20200807,93,2,W3(OH),CO,2-1,USB,20.3372,152.5358,1000MHzx2048
both,20200808,12,1,16293-2422,CO,2-1,LSB,18.3391,200.792,250MHzx8192
both,20200808,14,1,16293-2422,CS,5-4,LSB,8.409510000000000,214.569,250MHzx8192
both,20200808,14,2,16293-2422,CS,5-4,LSB,7.8884,215.6392,1000MHzx2048
both,20200808,15,1,16293-2422,CS,5-4,USB,8.363380000000000,216.4889,250MHzx8192
both,20200808,15,2,16293-2422,CS,5-4,USB,7.8825200000000000,217.6409,1000MHzx2048
both,20200808,23,1,ST-Her,CO,2-1,USB,3.00561,184.9185,1000MHzx2048
both,20200808,24,1,ST-Her,CO,2-1,USB,3.15365,199.6094,1000MHzx2048
both,20200808,28,1,ST-Her,CO,2-1,USB,3.12679,227.9525,1000MHzx2048
both,20200808,29,1,ST-Her,CO,2-1,USB,6.00706,222.3891,1000MHzx2048
both,20200808,31,1,X-Her,CO,2-1,USB,4.507620000000000,227.6344,1000MHzx2048
both,20200808,32,1,X-Her,CO,2-1,USB,4.65117,237.5953,1000MHzx2048
both,20200808,38,1,G34.3,CO,2-1,LSB,21.3321,148.8754,250MHzx8192
both,20200808,38,2,G34.3,CO,2-1,LSB,22.155,150.7119,1000MHzx2048
both,20200808,40,1,G34.3,CS,5-4,LSB,14.4092,168.5365,250MHzx8192
both,20200808,40,2,G34.3,CS,5-4,LSB,14.1636,168.7071,1000MHzx2048
both,20200808,41,1,G34.3,CS,5-4,USB,14.8653,172.0073,250MHzx8192
both,20200808,41,2,G34.3,CS,5-4,USB,14.5072,173.6527,1000MHzx2048
both,20200808,66,1,IRAS19487+3835,CO,2-1,USB,0.0629513,214.5217,1000MHzx2048
both,20200808,67,1,IRAS19487+3835,CO,2-1,USB,0.103476,223.4298,1000MHzx2048
both,20200808,68,1,IRAS20350+3741,CO,2-1,USB,2.0261100000000000,222.3208,1000MHzx2048
both,20200808,69,1,IRAS20350+3741,CO,2-1,USB,2.0706900000000000,231.6652,1000MHzx2048
both,20200808,75,1,W75N,CO,2-1,LSB,29.8696,210.8129,250MHzx8192
both,20200808,75,2,W75N,CO,2-1,LSB,30.009,212.7427,1000MHzx2048
both,20200808,77,1,W75N,CS,5-4,LSB,10.9787,240.669,250MHzx8192
both,20200808,77,2,W75N,CS,5-4,LSB,10.5459,239.3352,1000MHzx2048
both,20200808,84,1,N7538IRS1,CO,2-1,LSB,24.1594,267.473,250MHzx8192
both,20200808,84,2,N7538IRS1,CO,2-1,LSB,23.431000000000000,270.7862,1000MHzx2048
both,20200808,85,1,N7538IRS1,CO,2-1,LSB,24.5409,219.8877,250MHzx8192
both,20200808,85,2,N7538IRS1,CO,2-1,LSB,23.9696,222.2328,1000MHzx2048
both,20200808,86,1,N7538IRS1,CO,2-1,LSB,23.7452,205.2068,250MHzx8192
both,20200808,86,2,N7538IRS1,CO,2-1,LSB,23.7633,207.6461,1000MHzx2048
both,20200808,87,1,N7538IRS1,CO,2-1,LSB,25.4853,221.8515,250MHzx8192
both,20200808,87,2,N7538IRS1,CO,2-1,LSB,25.4345,224.3914,1000MHzx2048
both,20200808,88,1,N7538IRS1,CO,2-1,USB,24.7259,237.9444,250MHzx8192
both,20200808,88,2,N7538IRS1,CO,2-1,USB,24.7525,240.598,1000MHzx2048
both,20200808,89,1,N7538IRS1,CO,2-1,LSB,22.327000000000000,224.3271,250MHzx8192
both,20200808,89,2,N7538IRS1,CO,2-1,LSB,22.1677,224.5703,1000MHzx2048
both,20200808,92,1,N7538IRS1,CO,2-1,USB,25.314,250.3723,250MHzx8192
both,20200808,96,1,W3(OH),CO,2-1,LSB,21.6387,278.3816,250MHzx8192
both,20200808,96,2,W3(OH),CO,2-1,LSB,21.0322,282.1206,1000MHzx2048
both,20200808,99,1,IRAS-03229+4721,CO,2-1,USB,1.7416600000000000,227.2283,1000MHzx2048
both,20200808,100,1,IRAS-03229+4721,CO,2-1,USB,1.76311,225.2051,1000MHzx2048
both,20200809,16,1,16293-2422,CO,2-1,LSB,84.0005,74085.08,250MHzx8192
both,20200809,22,1,16293-2422,CO,2-1,LSB,19.1871,188.4413,250MHzx8192
both,20200809,24,1,16293-2422,CS,5-4,LSB,8.96147,205.28,250MHzx8192
both,20200809,24,2,16293-2422,CS,5-4,LSB,8.30077,206.732,1000MHzx2048
both,20200809,25,1,16293-2422,CS,5-4,USB,8.90197,213.1965,250MHzx8192
both,20200809,25,2,16293-2422,CS,5-4,USB,8.41518,216.7838,1000MHzx2048
both,20200809,31,1,16293-2422,CO,2-1,LSB,19.1903,260.1888,250MHzx8192
